Country,Region,Year,Life Ladder,Healthy life expectancy at birth,Log GDP per capita,Democratic Quality,Delivery Quality,happiness_measure,binary_val
Philippines,Asia,2008,4.58906507492065,60.2000007629395,8.57724189758301,-0.958532869815826,-0.341033428907394,Perceptions of corruption,0.816584587097168
Philippines,Asia,2008,4.58906507492065,60.2000007629395,8.57724189758301,-0.958532869815826,-0.341033428907394,Confidence in national government,0.566654026508331
Philippines,Asia,2008,4.58906507492065,60.2000007629395,8.57724189758301,-0.958532869815826,-0.341033428907394,Positive affect,0.805394351482391
Philippines,Asia,2008,4.58906507492065,60.2000007629395,8.57724189758301,-0.958532869815826,-0.341033428907394,Negative affect,0.384014695882797
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Social support,0.775170922279358
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Freedom to make life choices,0.873605489730835
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Generosity,-0.000527851516380906
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Perceptions of corruption,0.804578125476837
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Confidence in national government,0.598850965499878
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Positive affect,0.846068203449249
Philippines,Asia,2009,4.87991094589233,60.4000015258789,8.57260227203369,-0.877691626548767,-0.367886155843735,Negative affect,0.311330199241638
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Social support,0.804861128330231
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Freedom to make life choices,0.893350541591644
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Generosity,0.0284134913235903
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Perceptions of corruption,0.812448382377625
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Confidence in national government,0.5540571808815
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Positive affect,0.875528872013092
Philippines,Asia,2010,4.94151401519775,60.5999984741211,8.62995719909668,-0.844931066036224,-0.38626167178154,Negative affect,0.293918311595917
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Social support,0.788763284683228
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Freedom to make life choices,0.882837474346161
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Generosity,0.0679299831390381
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Perceptions of corruption,0.782946467399597
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Confidence in national government,0.722774803638458
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Positive affect,0.851471841335297
Philippines,Asia,2011,4.99395656585693,60.7999992370605,8.64948463439941,-0.706042170524597,-0.328874886035919,Negative affect,0.358326375484467
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Social support,0.812921702861786
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Freedom to make life choices,0.914499580860138
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Generosity,0.0479766055941582
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Perceptions of corruption,0.771167635917664
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Confidence in national government,0.758208572864532
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Positive affect,0.865131139755249
Philippines,Asia,2012,5.00196504592896,61,8.69764709472656,-0.608963489532471,-0.259734332561493,Negative affect,0.35112527012825
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Social support,0.846413135528564
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Freedom to make life choices,0.907458424568176
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Generosity,0.0160621479153633
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Perceptions of corruption,0.756388545036316
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Confidence in national government,0.751474738121033
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Positive affect,0.799078583717346
Philippines,Asia,2013,4.97692537307739,61.2000007629395,8.74937534332275,-0.538953006267548,-0.184461504220963,Negative affect,0.331957966089249
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Social support,0.81330019235611
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Freedom to make life choices,0.9021857380867
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Generosity,-0.0203964449465275
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Perceptions of corruption,0.7872194647789
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Confidence in national government,0.687083423137665
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Positive affect,0.813341915607452
Philippines,Asia,2014,5.31255006790161,61.4000015258789,8.79268550872803,-0.277277439832687,-0.149540200829506,Negative affect,0.334036529064178
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Social support,0.853588581085205
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Freedom to make life choices,0.91153359413147
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Generosity,-0.0561494305729866
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Perceptions of corruption,0.755191564559937
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Confidence in national government,0.668413937091827
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Positive affect,0.805238485336304
Philippines,Asia,2015,5.54748916625977,61.5999984741211,8.83558654785156,-0.354305803775787,-0.181768387556076,Negative affect,0.350587666034698
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Social support,0.821298718452454
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Freedom to make life choices,0.907595753669739
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Generosity,-0.0761655792593956
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Perceptions of corruption,0.791962206363678
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Confidence in national government,0.771626710891724
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Positive affect,0.820969462394714
Philippines,Asia,2016,5.430832862854,61.7000007629395,8.88643741607666,-0.608859896659851,-0.217781767249107,Negative affect,0.290232717990875
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Social support,0.851028561592102
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Freedom to make life choices,0.925703108310699
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Generosity,-0.146240323781967
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Perceptions of corruption,0.711165547370911
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Confidence in national government,0.837730050086975
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Positive affect,0.768981456756592
Philippines,Asia,2017,5.5942702293396,61.7999992370605,8.9357967376709,-0.577247142791748,-0.233417704701424,Negative affect,0.340621501207352
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Social support,0.865899801254272
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Freedom to make life choices,0.836765766143799
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Generosity,0.186822712421417
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Perceptions of corruption,0.739797234535217
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Confidence in national government,0.784567058086395
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Positive affect,0.750242531299591
Malaysia,Asia,2006,6.01171684265137,64.9599990844727,9.86533546447754,-0.127712249755859,0.629872143268585,Negative affect,0.242824569344521
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Social support,0.871497094631195
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Freedom to make life choices,0.843627631664276
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Generosity,0.0748623833060265
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Perceptions of corruption,0.799052059650421
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Confidence in national government,0.75070583820343
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Positive affect,0.775071978569031
Malaysia,Asia,2007,6.23890447616577,65.120002746582,9.90814018249512,-0.164882019162178,0.593715667724609,Negative affect,0.162261575460434
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Social support,0.80281138420105
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Freedom to make life choices,0.779565989971161
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Generosity,0.0296534486114979
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Perceptions of corruption,0.883765518665314
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Confidence in national government,0.663472473621368
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Positive affect,0.815414428710938
Malaysia,Asia,2008,5.80678176879883,65.2799987792969,9.9372673034668,-0.227433905005455,0.430628031492233,Negative affect,0.185744985938072
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Social support,0.791666388511658
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Freedom to make life choices,0.874319791793823
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Generosity,-0.0232902280986309
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Perceptions of corruption,0.858095228672028
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Confidence in national government,0.818658828735352
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Positive affect,0.821610748767853
Malaysia,Asia,2009,5.3847017288208,65.4400024414062,9.9039478302002,-0.273138225078583,0.421721488237381,Negative affect,0.16354975104332
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Social support,0.839095771312714
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Freedom to make life choices,0.769190669059753
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Generosity,0.0177007038146257
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Perceptions of corruption,0.843691051006317
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Confidence in national government,0.733622133731842
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Positive affect,0.832447946071625
Malaysia,Asia,2010,5.58028173446655,65.5999984741211,9.95737266540527,-0.178312987089157,0.569223165512085,Negative affect,0.191947668790817
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Social support,0.770422995090485
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Freedom to make life choices,0.840359091758728
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Generosity,-0.0308328047394753
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Perceptions of corruption,0.841504573822021
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Confidence in national government,0.785984396934509
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Positive affect,0.887327015399933
Malaysia,Asia,2011,5.78636741638184,65.7600021362305,9.9905309677124,-0.198732569813728,0.527851462364197,Negative affect,0.154874965548515
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Social support,0.841218948364258
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Freedom to make life choices,0.848071813583374
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Generosity,0.0027163946069777
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Perceptions of corruption,0.846618473529816
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Confidence in national government,0.761775732040405
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Positive affect,0.867352902889252
Malaysia,Asia,2012,5.91428375244141,65.9199981689453,10.025297164917,-0.175875797867775,0.54825359582901,Negative affect,0.176881894469261
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Social support,0.830900132656097
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Freedom to make life choices,0.791310429573059
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Generosity,0.249951213598251
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Perceptions of corruption,0.755383491516113
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Confidence in national government,0.754481136798859
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Positive affect,0.736497461795807
Malaysia,Asia,2013,5.7701997756958,66.0800018310547,10.0529499053955,-0.143943816423416,0.605611681938171,Negative affect,0.316551625728607
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Social support,0.863067030906677
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Freedom to make life choices,0.808384358882904
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Generosity,0.225337281823158
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Perceptions of corruption,0.84481543302536
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Confidence in national government,0.631384253501892
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Positive affect,0.769534349441528
Malaysia,Asia,2014,5.96292161941528,66.2399978637695,10.0938863754272,-0.0468419790267944,0.738075613975525,Negative affect,0.260893493890762
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Social support,0.817616283893585
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Freedom to make life choices,0.674594461917877
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Generosity,0.208450198173523
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Perceptions of corruption,0.837892234325409
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Confidence in national government,0.436821788549423
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Positive affect,0.774716198444366
Malaysia,Asia,2015,6.32212114334106,66.4000015258789,10.1266956329346,-0.0662526339292526,0.609710812568665,Negative affect,0.313732743263245
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Social support,0.920632064342499
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Freedom to make life choices,0.866892278194427
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Generosity,0.282540202140808
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Perceptions of corruption,0.0636148825287819
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Confidence in national government,0.933893084526062
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Positive affect,0.700188398361206
Singapore,Asia,2007,6.83375453948975,73.9000015258789,11.1336059570312,0.405456036329269,2.00930118560791,Negative affect,0.114406585693359
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Social support,0.845258593559265
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Freedom to make life choices,0.66065901517868
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Generosity,0.0351275615394115
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Perceptions of corruption,0.0657752752304077
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Confidence in national government,0.908407509326935
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Positive affect,0.720842063426971
Singapore,Asia,2008,6.64195680618286,74.1999969482422,11.0981092453003,0.505372524261475,2.0398383140564,Negative affect,0.256086707115173
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Social support,0.866255283355713
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Freedom to make life choices,0.776381850242615
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Generosity,-0.0848915129899979
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Perceptions of corruption,0.035197988152504
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Confidence in national government,0.973570823669434
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Positive affect,0.499599397182465
Singapore,Asia,2009,6.14467668533325,74.5,11.061897277832,0.472612708806992,1.95815825462341,Negative affect,0.207548290491104
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Social support,0.864162147045135
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Freedom to make life choices,0.846184611320496
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Generosity,-0.0287963692098856
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Perceptions of corruption,0.0602820664644241
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Confidence in national government,0.90451717376709
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Positive affect,0.602475941181183
Singapore,Asia,2010,6.53140163421631,74.8000030517578,11.1860284805298,0.480224341154099,1.95823967456818,Negative affect,0.131343439221382
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Social support,0.904473900794983
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Freedom to make life choices,0.821816325187683
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Generosity,-0.159600928425789
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Perceptions of corruption,0.0989244505763054
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Confidence in national government,0.825414776802063
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Positive affect,0.482754230499268
Singapore,Asia,2011,6.56104183197021,75.0199966430664,11.2267513275146,0.544697284698486,1.93101954460144,Negative affect,0.143628925085068
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Social support,0.807910561561584
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Freedom to make life choices,0.827102541923523
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Generosity,0.103942573070526
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Perceptions of corruption,0.242398053407669
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Confidence in national government,0.856165766716003
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Positive affect,0.769632816314697
Singapore,Asia,2013,6.53320693969727,75.4599990844727,11.2758932113647,0.707473397254944,1.96073687076569,Negative affect,0.147687554359436
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Social support,0.822033047676086
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Freedom to make life choices,0.834887623786926
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Generosity,0.143033519387245
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Perceptions of corruption,0.132603153586388
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Confidence in national government,0.843872547149658
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Positive affect,0.841017603874207
Singapore,Asia,2014,7.06236457824707,75.6800003051758,11.3010129928589,0.54380601644516,2.07805371284485,Negative affect,0.180232763290405
